CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
2015-06-07,12:18,MANHATTAN,10029,40.7892055,-73.9548156,"(40.7892055, -73.9548156)",5 AVENUE                        ,EAST 98 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Prescription Medication,,,,3235221,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2020-08-29,20:30,QUEENS,11421,40.695934,-73.85449,"(40.695934, -73.85449)",91 STREET                       ,85 ROAD,,1.0,0.0,0,0,1,0,0,0,Driver Inexperience,Unspecified,,,,4349233,Sedan,Bike,,,
2013-12-10,5:30,QUEENS,11101,40.7410282,-73.9343077,"(40.7410282, -73.9343077)",VAN DAM STREET                  ,48 AVENUE                       ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,244461,PASSENGER VEHICLE,LIVERY VEHICLE,,,
2024-03-11,14:38,MANHATTAN,10027,40.81569,-73.958305,"(40.81569, -73.958305)",BROADWAY,WEST 125 STREET,,1.0,0.0,0,0,0,0,0,0,Driver Inexperience,,,,,4709328,E-Scooter,,,,
2019-01-18,17:45,STATEN ISLAND,10307,40.514385,-74.23565,"(40.514385, -74.23565)",AMBOY ROAD                      ,BEDELL AVENUE,,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Failure to Yield Right-of-Way,,,,4057510,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2016-07-07,9:40,,,,,,BRUCKNER EXPRESSWAY             ,LELAND AVENUE,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unsafe Lane Changing,,,,3476174,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
2013-12-01,18:20,BROOKLYN,11210,40.6295078,-73.9441554,"(40.6295078, -73.9441554)",FLATBUSH AVENUE                 ,AVENUE I                        ,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,151580,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2017-05-04,8:50,,,40.690308,-73.99881,"(40.690308, -73.99881)",BROOKLYN QUEENS EXPRESSWAY      ,,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3666084,Sedan,Station Wagon/Sport Utility Vehicle,,,
2023-04-04,15:45,BROOKLYN,11212,40.66425,-73.922104,"(40.66425, -73.922104)",EAST 98 STREET,RALPH AVENUE,,1.0,0.0,1,0,0,0,0,0,,,,,,4618242,Sedan,,,,
2018-04-26,15:00,STATEN ISLAND,10308,40.545254,-74.14432,"(40.545254, -74.14432)",WHITMAN AVENUE                  ,MELROSE PLACE,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3888873,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-11-07,12:00,QUEENS,11413,40.651405,-73.758896,"(40.651405, -73.758896)",,,230-19    ROCKAWAY BOULEVARD            ,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,,,,,3785422,Station Wagon/Sport Utility Vehicle,,,,
2023-05-12,13:00,,,40.610214,-74.1202,"(40.610214, -74.1202)",STATEN ISLAND EXPRESSWAY,,,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4629137,Station Wagon/Sport Utility Vehicle,Sedan,,,
2013-03-08,9:14,QUEENS,11420,40.6820433,-73.8089094,"(40.6820433, -73.8089094)",133 STREET                      ,LINDEN BOULEVARD                ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,230003,PASSENGER VEHICLE,UNKNOWN,,,
2012-09-08,8:45,BROOKLYN,11239,40.6528929,-73.8667311,"(40.6528929, -73.8667311)",ERSKINE STREET                  ,SEAVIEW AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,164248,PASSENGER VEHICLE,PASSENGER VEHICLE,OTHER,,
2013-08-21,21:15,BROOKLYN,11212,40.6664676,-73.9147863,"(40.6664676, -73.9147863)",SUTTER AVENUE                   ,HERZL STREET                    ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,162331,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2013-08-15,12:45,MANHATTAN,10029,40.7908949,-73.9451685,"(40.7908949, -73.9451685)",EAST 105 STREET                 ,3 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,56854,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2013-05-02,10:00,BROOKLYN,11226,40.6508996,-73.9476548,"(40.6508996, -73.9476548)",CHURCH AVENUE                   ,EAST 32 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,137787,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2021-09-08,0:50,,,40.736046,-73.92673,"(40.736046, -73.92673)",LONG ISLAND EXPRESSWAY,,,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Reaction to Uninvolved Vehicle,,,,4455052,Sedan,Station Wagon/Sport Utility Vehicle,,,
2018-06-26,23:45,,,40.711227,-73.72826,"(40.711227, -73.72826)",CROSS ISLAND PARKWAY            ,HEMPSTEAD AVENUE,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,3929735,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,
2016-03-11,10:00,QUEENS,11432,40.7153257,-73.7866219,"(40.7153257, -73.7866219)",EDGERTON BOULEVARD              ,DALNY ROAD                      ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3404398,PASSENGER VEHICLE,UNKNOWN,,,
2013-07-06,18:15,BROOKLYN,11215,40.6669637,-73.9782134,"(40.6669637, -73.9782134)",7 STREET                        ,8 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,177938,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2017-12-26,12:32,BROOKLYN,11234,40.62368,-73.92544,"(40.62368, -73.92544)",AVENUE L                        ,EAST 52 STREET,,1.0,0.0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,3818230,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-05-05,21:00,,,,,,HENRY HUDSON PARKWAY RAMP       ,,,0.0,0.0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Aggressive Driving/Road Rage,,,,4312619,Sedan,Station Wagon/Sport Utility Vehicle,,,
2021-04-18,6:51,QUEENS,11372,40.74656,-73.89413,"(40.74656, -73.89413)",,,71-24     ROOSEVELT AVENUE,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4408218,Sedan,Sedan,,,
2023-03-01,22:32,MANHATTAN,10016,40.74608,-73.974945,"(40.74608, -73.974945)",EAST 36 STREET,2 AVENUE,,2.0,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4609363,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2021-03-14,7:00,BROOKLYN,11217,40.687954,-73.983406,"(40.687954, -73.983406)",,,265       SCHERMERHORN STREET           ,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,4398624,Sedan,Sedan,,,
2021-09-16,6:05,QUEENS,11421,40.69756,-73.85275,"(40.69756, -73.85275)",PARK LANE SOUTH,WOODHAVEN BOULEVARD,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4458907,Sedan,,,,
2021-09-07,14:00,BROOKLYN,11207,40.666813,-73.886,"(40.666813, -73.886)",,,637       BARBEY STREET,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4456292,Station Wagon/Sport Utility Vehicle,,,,
2014-11-29,17:30,QUEENS,11413,40.6664524,-73.757631,"(40.6664524, -73.757631)",NORTH CONDUIT AVENUE            ,SPRINGFIELD BOULEVARD           ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3128389,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2012-09-20,14:00,QUEENS,11378,40.7259197,-73.8953397,"(40.7259197, -73.8953397)",GRAND AVENUE                    ,69 STREET                       ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,213968,PASSENGER VEHICLE,OTHER,,,
2012-08-08,21:05,BROOKLYN,11228,40.6176447,-74.0030257,"(40.6176447, -74.0030257)",BAY RIDGE PARKWAY               ,15 AVENUE                       ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,121686,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2019-09-26,18:14,QUEENS,11385,,,,UNION TPKE                      ,MYRTLE AVENUE,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,4214313,Sedan,,,,
2017-05-03,7:30,BROOKLYN,11231,40.684994,-74.00519,"(40.684994, -74.00519)",VAN BRUNT STREET                ,UNION STREET,,0.0,0.0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3666194,Pick-up Truck,Sedan,,,
2016-04-27,20:07,MANHATTAN,10017,,,,WEST 45 STREET                  ,5 AVENUE,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3431220,4 dr sedan,4 dr sedan,,,
2012-12-19,17:30,,,,,,,,PKG LOT 29-01 UNION STREET              ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,248169,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2018-02-16,11:20,BROOKLYN,11201,40.69212,-73.98435,"(40.69212, -73.98435)",DUFFIELD STREET                 ,WILLOUGHBY STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3851238,Sedan,Sedan,,,
2020-09-04,17:35,,,40.598392,-73.90629,"(40.598392, -73.90629)",BELT PARKWAY                    ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4345633,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2021-06-23,16:15,MANHATTAN,10024,40.78994,-73.98036,"(40.78994, -73.98036)",WEST 86 STREET,RIVERSIDE DRIVE,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4434291,Sedan,Bike,,,
2013-08-29,15:08,,,,,,QUEENS BOULEVARD                ,VANDAM STREET                   ,,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,243297,LIVERY VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
2018-03-10,15:20,BROOKLYN,11233,40.676495,-73.913704,"(40.676495, -73.913704)",ATLANTIC AVENUE                 ,BOYLAND STREET,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3860621,Sedan,Sedan,,,
2022-08-31,11:45,BROOKLYN,11209,40.631596,-74.02334,"(40.631596, -74.02334)",,,446       73 STREET,1.0,0.0,0,0,0,0,1,0,Unsafe Speed,Unspecified,Unspecified,,,4559908,Sedan,Station Wagon/Sport Utility Vehicle,E-Scooter,,
2014-05-14,11:26,QUEENS,11691,40.6091096,-73.7468401,"(40.6091096, -73.7468401)",BEACH 9 STREET                  ,CENTRAL AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,335201,PASSENGER VEHICLE,UNKNOWN,,,
2016-07-09,19:20,BROOKLYN,11237,40.70103,-73.92229,"(40.70103, -73.92229)",,,338       KNICKERBOCKER AVENUE          ,1.0,0.0,0,0,1,0,0,0,Passenger Distraction,Pavement Slippery,,,,3477108,4 dr sedan,Bike,,,
2017-09-20,17:20,QUEENS,11365,40.73864,-73.79629,"(40.73864, -73.79629)",,,173-05    HORACE HARDING EXPRESSWAY     ,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3754335,Station Wagon/Sport Utility Vehicle,Sedan,,,
2022-07-30,9:00,BROOKLYN,11212,40.6661,-73.911766,"(40.6661, -73.911766)",,,214       BRISTOL STREET,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4552130,Station Wagon/Sport Utility Vehicle,,,,
2020-12-26,0:01,MANHATTAN,10036,40.75979,-73.98793,"(40.75979, -73.98793)",8 AVENUE                        ,WEST 46 STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4379415,Sedan,Station Wagon/Sport Utility Vehicle,,,
2022-03-10,11:40,BRONX,10474,40.811756,-73.88887,"(40.811756, -73.88887)",,,1234      RANDALL AVENUE,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4513324,Sedan,Garbage or Refuse,,,
2023-06-01,19:00,BROOKLYN,11235,40.586098,-73.96015,"(40.586098, -73.96015)",,,2875      CONEY ISLAND AVENUE,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4634072,Station Wagon/Sport Utility Vehicle,Sedan,,,
2018-07-13,8:00,BROOKLYN,11208,40.681297,-73.87636,"(40.681297, -73.87636)",DINSMORE PLACE                  ,RICHMOND STREET,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3942498,Sedan,Flat Bed,,,
2015-06-02,18:04,BROOKLYN,11210,40.6361721,-73.9499255,"(40.6361721, -73.9499255)",EAST 28 STREET                  ,FARRAGUT ROAD                   ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3233072,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,,
2017-11-06,17:35,,,40.639027,-74.07569,"(40.639027, -74.07569)",BAY STREET                      ,,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3784651,Station Wagon/Sport Utility Vehicle,Sedan,,,
2015-08-09,5:45,STATEN ISLAND,10306,40.5635038,-74.1326443,"(40.5635038, -74.1326443)",AMBOY ROAD                      ,MONTREAL AVENUE                 ,,2.0,0.0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,,,,3280804,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2017-04-21,14:42,MANHATTAN,10036,40.760822,-73.99832,"(40.760822, -73.99832)",WEST 42 STREET                  ,11 AVENUE,,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,,,,3658170,Taxi,Carry All,,,
2016-09-13,16:10,BROOKLYN,11210,40.623863,-73.95117,"(40.623863, -73.95117)",BEDFORD AVENUE                  ,AVENUE K,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3519254,Sedan,Station Wagon/Sport Utility Vehicle,,,
2018-03-31,15:04,,,40.604153,-74.05198,"(40.604153, -74.05198)",VERRAZANO BRIDGE UPPER          ,,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3873942,Sedan,Sedan,,,
2016-08-14,1:00,,,40.657555,-73.894196,"(40.657555, -73.894196)",LINDEN BOULEVARD                ,MALTA STREET,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3500368,Station Wagon/Sport Utility Vehicle,,,,
2012-08-11,18:13,BRONX,10455,40.8130953,-73.8982589,"(40.8130953, -73.8982589)",BRUCKNER BOULEVARD              ,LEGGETT AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,76399,PASSENGER VEHICLE,VAN,,,
2020-01-14,16:30,,,40.69535,-73.91632,"(40.69535, -73.91632)",WILSON AVENUE                   ,,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4276692,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
2024-03-07,7:15,MANHATTAN,10005,40.705307,-74.00903,"(40.705307, -74.00903)",BEAVER STREET,HANOVER STREET,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,4709541,Station Wagon/Sport Utility Vehicle,,,,
2013-10-31,20:47,MANHATTAN,10014,40.7381427,-74.0081552,"(40.7381427, -74.0081552)",JANE STREET                     ,WASHINGTON STREET               ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,11619,LIVERY VEHICLE,UNKNOWN,,,
2023-05-19,17:00,BRONX,10460,40.833706,-73.88779,"(40.833706, -73.88779)",,,1522      VYSE AVENUE,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,4632038,Sedan,,,,
2019-10-12,13:01,,,40.663517,-73.957214,"(40.663517, -73.957214)",EMPIRE BOULEVARD                ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4228170,Station Wagon/Sport Utility Vehicle,Sedan,,,
2025-02-18,16:34,BROOKLYN,11229,40.60043,-73.94189,"(40.60043, -73.94189)",NOSTRAND AVE,AVENUE U,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4793506,Sedan,Pick-up Truck,,,
2017-09-02,15:00,,,40.664513,-73.9538,"(40.664513, -73.9538)",ROGERS AVENUE                   ,,,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3741412,Sedan,,,,
2018-07-24,17:00,,,40.784645,-73.827866,"(40.784645, -73.827866)",15 AVENUE                       ,,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3948156,Sedan,,,,
2021-05-11,16:45,QUEENS,11372,40.75546,-73.88631,"(40.75546, -73.88631)",81 STREET,NORTHERN BOULEVARD,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4417318,Sedan,Sedan,,,
2015-07-06,9:20,MANHATTAN,10019,40.7598419,-73.9841751,"(40.7598419, -73.9841751)",WEST 48 STREET                  ,7 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3252746,LARGE COM VEH(6 OR MORE TIRES),LARGE COM VEH(6 OR MORE TIRES),,,
2018-04-10,9:40,BROOKLYN,11223,40.600655,-73.96601,"(40.600655, -73.96601)",,,1987      OCEAN PARKWAY                 ,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Driver Inattention/Distraction,,,,3878563,Pick-up Truck,Sedan,,,
2023-02-01,16:23,BRONX,10463,40.87947,-73.89709,"(40.87947, -73.89709)",,,3363      SEDGWICK AVENUE,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,Unspecified,,4603029,Sedan,Station Wagon/Sport Utility Vehicle,Ambulance,Station Wagon/Sport Utility Vehicle,
2013-09-26,14:40,BROOKLYN,11236,40.6348467,-73.8880785,"(40.6348467, -73.8880785)",SEAVIEW AVENUE                  ,EAST 99 STREET                  ,,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,146696,SPORT UTILITY / STATION WAGON,,,,
2018-06-24,20:00,QUEENS,11434,40.68899,-73.76509,"(40.68899, -73.76509)",BAISLEY BOULEVARD               ,180 STREET,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3928572,Station Wagon/Sport Utility Vehicle,,,,
2013-05-07,13:45,BROOKLYN,11216,40.6803904,-73.949557,"(40.6803904, -73.949557)",FULTON STREET                   ,NOSTRAND AVENUE                 ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,181016,BUS,PASSENGER VEHICLE,,,
2024-04-17,18:41,QUEENS,11432,40.712017,-73.78423,"(40.712017, -73.78423)",,,88-15     179 STREET,0.0,0.0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4718104,Sedan,Station Wagon/Sport Utility Vehicle,,,
2015-12-18,13:17,BROOKLYN,11206,40.7012787,-73.9395114,"(40.7012787, -73.9395114)",FLUSHING AVENUE                 ,BEAVER STREET                   ,,0.0,0.0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3355642,OTHER,OTHER,,,
2018-12-26,10:43,MANHATTAN,10017,40.75457,-73.97169,"(40.75457, -73.97169)",3 AVENUE                        ,EAST 48 STREET,,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4052355,Taxi,,,,
2015-07-30,18:28,BROOKLYN,11201,40.7020602,-73.9926138,"(40.7020602, -73.9926138)",OLD FULTON STREET               ,HICKS STREET                    ,,0.0,0.0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3267844,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2019-02-07,0:35,MANHATTAN,10019,40.76963,-73.98578,"(40.76963, -73.98578)",,,428       WEST 59 STREET                ,0.0,0.0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,4076389,AMBUL,AMBUL,,,
2014-05-10,14:00,QUEENS,11103,40.7700309,-73.9121663,"(40.7700309, -73.9121663)",37 STREET                       ,24 AVENUE                       ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,333644,PASSENGER VEHICLE,UNKNOWN,,,
2023-12-29,14:07,BRONX,10460,40.84193,-73.88582,"(40.84193, -73.88582)",SOUTHERN BOULEVARD,ELSMERE PLACE,,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4691120,Sedan,Bike,,,
2020-05-12,16:29,,,40.806797,-73.92458,"(40.806797, -73.92458)",MAJOR DEEGAN EXPRESSWAY         ,WILLIS AVENUE,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4313280,Sedan,Tractor Truck Gasoline,,,
2019-09-14,11:54,,,40.62464,-74.14167,"(40.62464, -74.14167)",FOREST AVENUE                   ,DECKER AVENUE,,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4205808,Sedan,Motorcycle,,,
2014-06-05,9:45,BROOKLYN,11222,40.7248848,-73.9474235,"(40.7248848, -73.9474235)",NEWEL STREET                    ,NASSAU AVENUE                   ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,347836,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,
2022-10-29,21:30,,,40.596294,-73.97943,"(40.596294, -73.97943)",WEST 8 STREET,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4577616,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2014-10-20,15:16,BRONX,10452,40.8419615,-73.9152952,"(40.8419615, -73.9152952)",TOWNSEND AVENUE                 ,EAST 172 STREET                 ,,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,2811231,PASSENGER VEHICLE,VAN,,,
2017-09-20,10:15,QUEENS,11433,40.703278,-73.78898,"(40.703278, -73.78898)",,,169-15    LIBERTY AVENUE                ,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing Too Closely,,,,3754277,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
2019-03-24,20:00,BROOKLYN,11216,40.670124,-73.95528,"(40.670124, -73.95528)",EASTERN PARKWAY                 ,BEDFORD AVENUE,,3.0,0.0,0,0,0,0,3,0,Following Too Closely,Unspecified,,,,4102450,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-23,15:33,QUEENS,11433,40.704853,-73.791664,"(40.704853, -73.791664)",93 AVENUE                       ,168 STREET,,1.0,0.0,1,0,0,0,0,0,View Obstructed/Limited,,,,,4119647,Sedan,,,,
2021-03-17,2:00,BROOKLYN,11220,40.64121,-74.02512,"(40.64121, -74.02512)",64 STREET                       ,2 AVENUE,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4400090,Box Truck,,,,
2018-03-13,11:05,BRONX,10455,40.813175,-73.89845,"(40.813175, -73.89845)",LEGGETT AVENUE                  ,BRUCKNER BOULEVARD,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3862075,flat,Taxi,,,
2024-08-28,7:28,QUEENS,11367,40.72784,-73.83284,"(40.72784, -73.83284)",VANWYCK EXPRESSWAY,JEWEL AVENUE,,2.0,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4756158,Sedan,,,,
2023-01-08,5:20,MANHATTAN,10003,40.737236,-73.98855,"(40.737236, -73.98855)",,,222       PARK AVENUE SOUTH,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4596103,,,,,
2016-09-19,18:00,QUEENS,11434,40.666386,-73.785,"(40.666386, -73.785)",SOUTH CONDUIT AVENUE            ,153 LANE,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3523279,Ambulance,Sedan,,,
2021-05-29,7:00,MANHATTAN,10039,40.82181,-73.939514,"(40.82181, -73.939514)",,,200       WEST 145 STREET,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4427422,Station Wagon/Sport Utility Vehicle,,,,
2014-01-24,19:25,QUEENS,11102,40.7682283,-73.9291364,"(40.7682283, -73.9291364)",21 STREET                       ,30 DRIVE                        ,,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,278876,PASSENGER VEHICLE,,,,
2017-10-10,0:00,BROOKLYN,11208,40.67456,-73.868706,"(40.67456, -73.868706)",,,1089      BELMONT AVENUE                ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3766992,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-02-17,5:25,,,40.714436,-73.974754,"(40.714436, -73.974754)",WILLIAMSBURG BRIDGE INNER ROADWA,,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3617377,Station Wagon/Sport Utility Vehicle,Taxi,,,
2016-09-21,12:00,QUEENS,11106,40.763733,-73.9414,"(40.763733, -73.9414)",VERNON BOULEVARD                ,35 AVENUE,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3524741,Sedan,,,,
2023-08-29,10:43,BRONX,10468,40.868694,-73.90237,"(40.868694, -73.90237)",WEST KINGSBRIDGE ROAD,WEBB AVENUE,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,4658173,Station Wagon/Sport Utility Vehicle,,,,
2020-08-11,0:00,BRONX,10472,40.830647,-73.86058,"(40.830647, -73.86058)",VIRGINIA AVENUE                 ,GLEASON AVENUE,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4337996,Sedan,Pick-up Truck,,,
2017-07-11,3:38,,,40.604153,-74.05198,"(40.604153, -74.05198)",VERRAZANO BRIDGE                ,,,1.0,0.0,0,0,0,0,1,0,Driver Inexperience,Following Too Closely,,,,3709035,Sedan,Carry All,,,
2012-09-05,14:20,STATEN ISLAND,10312,40.5617055,-74.1722548,"(40.5617055, -74.1722548)",ARTHUR KILL ROAD                ,LADD AVENUE                     ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,301567,PASSENGER VEHICLE,UNKNOWN,,,
2021-09-19,12:45,,,40.66309,-73.962395,"(40.66309, -73.962395)",OCEAN AVENUE,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4458688,Bus,Station Wagon/Sport Utility Vehicle,,,
