CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
2019-10-18,15:45,,,,,,VERRAZANO BRIDGE LOWER          ,,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4225472,Bus,Sedan,,,
2017-04-28,0:00,MANHATTAN,10039,40.8285,-73.93779,"(40.8285, -73.93779)",8 AVENUE                        ,WEST 154 STREET,,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3659806,Sedan,,,,
2015-06-12,10:45,,,40.7842026,-73.9422047,"(40.7842026, -73.9422047)",,,,1.0,0.0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,Unspecified,,,3238537,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
2015-02-19,18:30,,,40.7360146,-73.8578593,"(40.7360146, -73.8578593)",,,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3172782,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2018-08-28,11:45,QUEENS,11369,40.763313,-73.8684,"(40.763313, -73.8684)",,,101-02    27 AVENUE                     ,0.0,0.0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,3975367,Taxi,Sedan,,,
2014-06-01,15:55,BRONX,10459,40.8246558,-73.8919289,"(40.8246558, -73.8919289)",SOUTHERN BOULEVARD              ,WESTCHESTER AVENUE              ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,345441,SPORT UTILITY / STATION WAGON,AMBULANCE,,,
2017-01-08,10:30,BROOKLYN,11208,40.668797,-73.8745,"(40.668797, -73.8745)",,,695       LOGAN STREET                  ,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3594184,Sedan,,,,
2014-04-29,16:00,STATEN ISLAND,10305,40.5963197,-74.0803638,"(40.5963197, -74.0803638)",KRAMER STREET                   ,NORWAY AVENUE                   ,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Unspecified,Unspecified,Unspecified,,328051,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,
2015-10-20,9:30,,,40.6518653,-73.8653425,"(40.6518653, -73.8653425)",,,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3318944,OTHER,,,,
2018-01-21,18:05,MANHATTAN,10025,40.788475,-73.96702,"(40.788475, -73.96702)",CENTRAL PARK WEST               ,WEST 91 STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3832384,Sedan,,,,
2018-05-16,11:45,QUEENS,11377,40.735657,-73.9096,"(40.735657, -73.9096)",58 STREET                       ,52 AVENUE,,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3901901,Van,Motorcycle,,,
2023-11-03,10:57,BROOKLYN,11206,40.70216,-73.94939,"(40.70216, -73.94939)",WALTON STREET,HARRISON AVENUE,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4676167,Station Wagon/Sport Utility Vehicle,Sedan,,,
2013-09-18,7:30,,,,,,CLEVELAND STREET                ,ATLANTIC AVENUE                 ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,168648,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2014-06-14,17:20,BROOKLYN,11209,40.6348652,-74.0263807,"(40.6348652, -74.0263807)",3 AVENUE                        ,OVINGTON AVENUE                 ,,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,351376,PASSENGER VEHICLE,,,,
2017-10-25,8:40,,,40.81719,-73.93447,"(40.81719, -73.93447)",5 AVENUE                        ,,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3787089,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-06-21,15:50,BRONX,10468,40.871273,-73.90249,"(40.871273, -73.90249)",,,2755      SEDGWICK AVENUE               ,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,4322048,Sedan,,,,
2017-08-13,10:30,,,40.73696,-73.98451,"(40.73696, -73.98451)",3 AVENUE                        ,,,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3730037,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2021-12-15,17:34,,,40.631157,-74.14692,"(40.631157, -74.14692)",MORNINGSTAR ROAD,WALKER STREET,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4486930,Station Wagon/Sport Utility Vehicle,,,,
2019-11-19,6:30,QUEENS,11355,40.76147,-73.818085,"(40.76147, -73.818085)",147 STREET                      ,41 AVENUE,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4243711,Station Wagon/Sport Utility Vehicle,Sedan,,,
2015-09-25,16:01,BRONX,10475,40.8784697,-73.8330431,"(40.8784697, -73.8330431)",BAYCHESTER AVENUE               ,DARROW PLACE                    ,,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,3303202,PASSENGER VEHICLE,,,,
2014-03-10,18:43,BRONX,10453,40.8488788,-73.916143,"(40.8488788, -73.916143)",MACOMBS ROAD                    ,NELSON AVENUE                   ,,1.0,0.0,0,0,0,0,1,0,Unspecified,,,,,94856,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2015-01-14,9:45,MANHATTAN,10025,40.793326,-73.9746147,"(40.793326, -73.9746147)",WEST END AVENUE                 ,WEST 93 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3152651,TAXI,PASSENGER VEHICLE,,,
2017-03-07,23:30,,,40.692497,-73.87954,"(40.692497, -73.87954)",JACKIE ROBINSON PKWY            ,,,0.0,0.0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3628086,Station Wagon/Sport Utility Vehicle,,,,
2021-08-29,19:30,QUEENS,11385,40.706783,-73.91196,"(40.706783, -73.91196)",HARMAN STREET,ONDERDONK AVENUE,,1.0,0.0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4452864,Sedan,Bike,,,
2017-12-18,7:47,QUEENS,11378,,,,48 STREET                       ,LONG ISLAND EXPRESSWAY,,0.0,1.0,0,0,0,1,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3812359,Bike,Tractor Truck Diesel,,,
2018-05-14,15:55,MANHATTAN,10017,40.752693,-73.97305,"(40.752693, -73.97305)",3 AVENUE                        ,EAST 45 STREET,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3901059,Station Wagon/Sport Utility Vehicle,Sedan,,,
2015-06-20,18:00,QUEENS,11355,40.7519423,-73.8322954,"(40.7519423, -73.8322954)",FOWLER AVENUE                   ,COLLEGE POINT BOULEVARD         ,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3242596,PICK-UP TRUCK,PASSENGER VEHICLE,,,
2015-12-22,22:00,,,40.7413299,-73.9481305,"(40.7413299, -73.9481305)",,,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3361569,PASSENGER VEHICLE,,,,
2015-11-28,13:01,BRONX,10457,40.8465178,-73.8953596,"(40.8465178, -73.8953596)",MONTEREY AVENUE                 ,EAST TREMONT AVENUE             ,,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,3343390,UNKNOWN,,,,
2018-01-01,0:25,BROOKLYN,11220,40.63939,-74.00692,"(40.63939, -74.00692)",,,764       54 STREET                     ,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3819736,Station Wagon/Sport Utility Vehicle,,,,
2025-06-24,15:00,STATEN ISLAND,10301,40.6319,-74.09021,"(40.6319, -74.09021)",,,26        DUER LN,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4824322,Sedan,,,,
2015-12-29,12:45,MANHATTAN,10007,40.7119934,-74.0081015,"(40.7119934, -74.0081015)",BROADWAY                        ,BARCLAY STREET                  ,,1.0,0.0,0,0,1,0,0,0,Other Vehicular,Passenger Distraction,,,,3361667,BUS,BICYCLE,,,
2013-06-27,11:00,QUEENS,11385,40.7003674,-73.9066176,"(40.7003674, -73.9066176)",CYPRESS AVENUE                  ,PUTNAM AVENUE                   ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,216810,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2018-09-12,19:36,BROOKLYN,11222,40.72218,-73.949875,"(40.72218, -73.949875)",DRIGGS AVENUE                   ,MANHATTAN AVENUE,,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3979686,Sedan,,,,
2018-11-20,17:47,MANHATTAN,10035,40.803024,-73.93632,"(40.803024, -73.93632)",EAST 124 STREET                 ,3 AVENUE,,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4031428,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2014-06-09,18:55,MANHATTAN,10023,40.7730321,-73.9782834,"(40.7730321, -73.9782834)",WEST 67 STREET                  ,CENTRAL PARK WEST               ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,348609,PASSENGER VEHICLE,TAXI,,,
2020-01-26,17:15,,,40.86155,-73.92472,"(40.86155, -73.92472)",NAGLE AVENUE                    ,,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4279615,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-12-16,13:30,,,40.789623,-73.94007,"(40.789623, -73.94007)",1 AVENUE                        ,,,0.0,0.0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3812108,School Bus,Station Wagon/Sport Utility Vehicle,,,
2025-04-30,13:42,,,40.8047,-73.83141,"(40.8047, -73.83141)",BRONX WHITESTONE BRIDGE,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4809555,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,,,
2021-12-10,11:30,BRONX,10469,40.8595,-73.84301,"(40.8595, -73.84301)",EASTCHESTER ROAD,ASTOR AVENUE,,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4485336,Sedan,,,,
2017-06-18,1:20,,,,,,conduit avenue                  ,forbell street,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3693038,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-09-19,0:00,MANHATTAN,10019,40.768593,-73.98522,"(40.768593, -73.98522)",9 AVENUE                        ,WEST 58 STREET,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Passing Too Closely,,,,3754568,Box Truck,Sedan,,,
2024-10-17,4:50,,,40.741394,-73.82303,"(40.741394, -73.82303)",LONG ISLAND EXPRESSWAY,,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,4764142,Sedan,,,,
2017-03-02,11:49,BRONX,10465,40.82378,-73.836426,"(40.82378, -73.836426)",,,815       HUTCHINSON RIVER PARKWAY      ,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3633307,Station Wagon/Sport Utility Vehicle,,,,
2022-12-09,14:45,BROOKLYN,11249,40.718666,-73.9635,"(40.718666, -73.9635)",NORTH 4 STREET,KENT AVENUE,,0.0,0.0,0,0,0,0,0,0,Glare,Unspecified,,,,4595259,Sedan,Sedan,,,
2019-05-15,9:30,MANHATTAN,10027,40.808018,-73.94396,"(40.808018, -73.94396)",,,75        WEST 126 STREET               ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4132344,Sedan,Station Wagon/Sport Utility Vehicle,,,
2018-11-16,19:55,,,40.87932,-73.869804,"(40.87932, -73.869804)",BRONX RIVER PARKWAY             ,,,2.0,0.0,0,0,0,0,2,0,Other Vehicular,Unspecified,,,,4027602,Sedan,Station Wagon/Sport Utility Vehicle,,,
2021-09-10,18:20,,,40.84921,-73.90011,"(40.84921, -73.90011)",WEBSTER AVENUE,,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4456399,Sedan,Bus,,,
2017-05-23,18:15,MANHATTAN,10017,40.757286,-73.97812,"(40.757286, -73.97812)",5 AVENUE                        ,WEST 48 STREET,,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3677177,Sedan,Station Wagon/Sport Utility Vehicle,,,
2021-02-25,15:40,,,40.788795,-73.93755,"(40.788795, -73.93755)",FDR DRIVE                       ,,,3.0,0.0,0,0,0,0,3,0,Lost Consciousness,Unspecified,Unspecified,Unspecified,Unspecified,4394581,Sedan,Station Wagon/Sport Utility Vehicle,Taxi,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
2013-02-19,15:05,,,,,,JACKIE ROBINSON PARKWAY SVC RD  ,CYPRESS AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,215464,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2021-12-24,6:58,,,40.828407,-73.93125,"(40.828407, -73.93125)",MACOMBS DAM BRIDGE,MAJOR DEEGAN EXPRESSWAY,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,4489322,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2015-08-11,14:18,BRONX,10460,40.8420551,-73.8686978,"(40.8420551, -73.8686978)",TAYLOR AVENUE                   ,VANNEST AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3275333,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
2015-02-11,17:02,,,40.7353396,-73.916885,"(40.7353396, -73.916885)",,,,0.0,0.0,0,0,0,0,0,0,Prescription Medication,Fatigued/Drowsy,,,,3167902,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2014-01-19,14:50,,,,,,JAMAICA AVENUE                  ,212 STREET                      ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,227224,BUS,PASSENGER VEHICLE,,,
2012-12-16,16:00,BROOKLYN,11223,40.6097753,-73.9642976,"(40.6097753, -73.9642976)",AVENUE P                        ,EAST 9 STREET                   ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,131239,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2021-04-08,19:15,,,40.834198,-73.85169,"(40.834198, -73.85169)",WESTCHESTER AVENUE              ,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4406538,Taxi,Sedan,,,
2017-01-10,9:00,MANHATTAN,10002,40.72224,-73.9863,"(40.72224, -73.9863)",EAST HOUSTON STREET             ,AVENUE A,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,3595983,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2013-06-07,8:21,,,,,,,,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,2879459,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
2018-10-15,17:23,BROOKLYN,11233,40.676758,-73.917404,"(40.676758, -73.917404)",ATLANTIC AVENUE                 ,LOUIS PLACE,,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4005787,Sedan,Sedan,,,
2013-06-26,12:40,STATEN ISLAND,10312,40.5615222,-74.1718512,"(40.5615222, -74.1718512)",DRUMGOOLE ROAD WEST             ,ARTHUR KILL ROAD                ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,302916,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2016-03-11,13:40,MANHATTAN,10001,40.7490533,-73.9957485,"(40.7490533, -73.9957485)",WEST 29 STREET                  ,8 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3403964,VAN,MOTORCYCLE,,,
2014-07-12,19:00,QUEENS,11427,40.7265931,-73.7523865,"(40.7265931, -73.7523865)",WHITEHALL TERRACE               ,214 STREET                      ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,839353,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2017-09-02,11:40,BRONX,10451,40.81296,-73.925804,"(40.81296, -73.925804)",MORRIS AVENUE                   ,EAST 140 STREET,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3740756,Sedan,Sedan,,,
2014-06-20,13:15,QUEENS,11104,40.7432641,-73.9196285,"(40.7432641, -73.9196285)",QUEENS BOULEVARD                ,45 STREET                       ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,357164,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2024-07-21,18:56,STATEN ISLAND,10304,40.623775,-74.08223,"(40.623775, -74.08223)",,,201       BROAD STREET,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4742844,Sedan,Sedan,,,
2013-10-20,22:25,,,,,,JAMAICA AVENUE                  ,110 STREET                      ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,207468,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2016-05-17,13:30,MANHATTAN,10019,40.761795,-73.98103,"(40.761795, -73.98103)",,,155       WEST 52 STREET                ,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3444323,Beverage Truck,Box Truck,,,
2015-06-09,18:26,,,,,,PELHAM PARKWAY SOUTH            ,EASTCHESTER ROAD                ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3236641,PASSENGER VEHICLE,VAN,,,
2013-10-17,8:00,BROOKLYN,11235,40.5819581,-73.9599419,"(40.5819581, -73.9599419)",CONEY ISLAND AVENUE             ,NEPTUNE AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,115652,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2012-11-26,3:50,QUEENS,11377,40.7426849,-73.8956526,"(40.7426849, -73.8956526)",WOODSIDE AVENUE                 ,69 STREET                       ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,240304,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2013-08-27,9:13,BROOKLYN,11204,40.6306728,-73.9818892,"(40.6306728, -73.9818892)",47 STREET                       ,17 AVENUE                       ,,1.0,0.0,1,0,0,0,0,0,Unspecified,Unspecified,,,,133290,SPORT UTILITY / STATION WAGON,MOTORCYCLE,,,
2017-04-05,11:09,STATEN ISLAND,10312,40.55095,-74.19212,"(40.55095, -74.19212)",,,35        TULIP CIRCLE                  ,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3645562,Station Wagon/Sport Utility Vehicle,Sedan,,,
2024-07-18,16:40,,,40.753677,-73.914474,"(40.753677, -73.914474)",48 STREET,NORTHERN BOULEVARD,,1.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,4741953,Sedan,E-Scooter,,,
2020-05-27,18:00,QUEENS,11101,40.740913,-73.95226,"(40.740913, -73.95226)",BORDEN AVENUE                   ,11 STREET,,1.0,0.0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4316494,Station Wagon/Sport Utility Vehicle,Bike,,,
2018-07-20,12:30,MANHATTAN,10002,40.715153,-73.984055,"(40.715153, -73.984055)",,,466       GRAND STREET                  ,2.0,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3945086,Bus,Sedan,,,
2016-08-31,14:50,QUEENS,11432,40.70601,-73.79977,"(40.70601, -73.79977)",,,89-30     161 STREET                    ,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Passing or Lane Usage Improper,,,,3510818,Box Truck,Station Wagon/Sport Utility Vehicle,,,
2018-02-27,17:00,MANHATTAN,10032,40.84072,-73.93703,"(40.84072, -73.93703)",,,511       WEST 169 STREET               ,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3854269,Station Wagon/Sport Utility Vehicle,Van,,,
2018-08-15,20:15,BRONX,10462,40.853683,-73.86917,"(40.853683, -73.86917)",BRONX PARK EAST                 ,MARAN PLACE,,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3962705,Sedan,PK,,,
2024-09-15,13:30,BROOKLYN,11207,40.67974,-73.89213,"(40.67974, -73.89213)",VAN SICLEN AVENUE,ARLINGTON AVENUE,,1.0,0.0,0,0,0,0,1,0,Unspecified,,,,,4756530,Sedan,,,,
2022-10-09,3:30,BROOKLYN,11222,40.733032,-73.954735,"(40.733032, -73.954735)",MANHATTAN AVENUE,HURON STREET,,2.0,0.0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,4571580,Sedan,Sedan,,,
2021-12-04,14:45,,,40.69286,-73.87801,"(40.69286, -73.87801)",JACKIE ROBINSON PKWY,,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,4483647,Sedan,Sedan,Sedan,,
2015-03-01,12:46,BROOKLYN,11208,40.6682685,-73.8811518,"(40.6682685, -73.8811518)",LINWOOD STREET                  ,DUMONT AVENUE                   ,,0.0,0.0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3178483,UNKNOWN,PASSENGER VEHICLE,,,
2013-12-16,14:14,,,,,,85 DRIVE                        ,FOREST PARKWAY                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,208001,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2023-05-05,9:15,STATEN ISLAND,10301,40.608654,-74.102234,"(40.608654, -74.102234)",,,715       OCEAN TERRACE,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,4626133,Sedan,,,,
2018-12-12,16:40,BROOKLYN,11220,40.63396,-74.01476,"(40.63396, -74.01476)",7 AVENUE                        ,65 STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4047490,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,,,
2016-06-23,0:00,BROOKLYN,11207,40.66545,-73.88939,"(40.66545, -73.88939)",MILLER AVENUE                   ,LIVONIA AVENUE,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3472290,4 dr sedan,4 dr sedan,,,
2014-02-15,16:00,BROOKLYN,11208,40.6781823,-73.8706969,"(40.6781823, -73.8706969)",CRESCENT STREET                 ,LIBERTY AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,170487,LARGE COM VEH(6 OR MORE TIRES),UNKNOWN,,,
2023-02-19,9:56,QUEENS,11378,40.717648,-73.90439,"(40.717648, -73.90439)",,,60-58     59 DRIVE,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4606792,Sedan,Sedan,,,
2017-05-21,21:30,MANHATTAN,10002,40.71918,-73.99029,"(40.71918, -73.99029)",ALLEN STREET                    ,DELANCEY STREET,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3675821,Taxi,Sedan,,,
2013-06-17,19:00,BROOKLYN,11234,40.6256567,-73.9334414,"(40.6256567, -73.9334414)",KINGS HIGHWAY                   ,TROY AVENUE                     ,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,128050,VAN,PASSENGER VEHICLE,,,
2015-09-08,23:30,QUEENS,11366,40.7278033,-73.8051521,"(40.7278033, -73.8051521)",164 STREET                      ,73 AVENUE                       ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3293357,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2017-06-12,18:15,MANHATTAN,10002,40.714005,-73.99749,"(40.714005, -73.99749)",DIVISION STREET                 ,BOWERY,,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3693164,Box Truck,Station Wagon/Sport Utility Vehicle,,,
2015-04-22,12:08,,,,,,,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3207392,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2014-06-02,18:27,QUEENS,11691,40.6045753,-73.749443,"(40.6045753, -73.749443)",NAMEOKE STREET                  ,DINSMORE AVENUE                 ,,1.0,0.0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Passenger Distraction,,,,345089,SPORT UTILITY / STATION WAGON,BICYCLE,,,
2017-10-25,8:40,,,40.808163,-73.92653,"(40.808163, -73.92653)",EAST 135 STREET                 ,,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Following Too Closely,,,,3777261,Sedan,Sedan,,,
2012-07-06,17:36,BROOKLYN,11210,40.6317785,-73.9456163,"(40.6317785, -73.9456163)",EAST 32 STREET                  ,AVENUE H                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,147494,OTHER,OTHER,,,
2020-05-27,21:30,BROOKLYN,11235,40.59109,-73.953026,"(40.59109, -73.953026)",,,2460      EAST 17 STREET                ,0.0,0.0,0,0,0,0,0,0,Animals Action,Unspecified,,,,4316245,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-08-25,3:05,BROOKLYN,11212,40.664375,-73.92376,"(40.664375, -73.92376)",ROCKAWAY PARKWAY                ,RUTLAND ROAD,,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,4341610,E-Bike,,,,
2020-01-08,6:10,,,40.736496,-73.909225,"(40.736496, -73.909225)",LAUREL HILL BOULEVARD           ,58 STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4270231,Station Wagon/Sport Utility Vehicle,Sedan,,,
2012-09-09,17:11,STATEN ISLAND,10314,40.6084351,-74.1554375,"(40.6084351, -74.1554375)",VICTORY BOULEVARD               ,CHRISTOPHER LANE                ,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,294113,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2016-08-24,21:30,BROOKLYN,11213,40.66805,-73.935196,"(40.66805, -73.935196)",,,1663      UNION STREET                  ,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Passing Too Closely,,,,3507609,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2016-08-03,10:38,BROOKLYN,11231,40.682392,-73.99589,"(40.682392, -73.99589)",UNION STREET                    ,COURT STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3495836,Sedan,Sedan,,,
